,price,bed,bath,acre_lot,zip_code,house_size,major_city,county,radius_in_miles,zipcode,population_estimate_2019,population_change_2019,population_births_2019,population_deaths_2019,population_net_international_migration_2019,population_net_domestic_migration_2019,population_net_migration_2019,unemployment_civilian_labor_force_2020,unemployment_employed_2020,unemployment_unemployed_2020,unemployment_unemployment_rate_2020,unemployment_median_household_income_2019,education_percent_of_adults_with_less_than_a_high_school_diploma_2015-19,education_percent_of_adults_with_a_high_school_diploma_only_2015-19,education_percent_of_adults_completing_some_college_or_associate's_degree_2015-19,education_percent_of_adults_with_a_bachelor's_degree_or_higher_2015-19,population_by_age_total_Under_5_2019,population_by_age_total_5_13_2019,population_by_age_total_14_17_2019,population_by_age_total_18_24_2019,population_by_age_total_16_over_2019,population_by_age_total_18_over_2019,population_by_age_total_15_44_2019,population_by_age_total_25_44_2019,population_by_age_total_45_64_2019,population_by_age_total_65_over_2019,county_name,crime_rate_per_100000,CPOPARST,AG_ARRST,AG_OFF,COVIND,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,lot_flag
291,495000,4.0,2.0,37.5,12503.0,1767.0,Ancramdale,Columbia County,5.0,12503.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
289,215000,4.0,3.0,1.0,12125.0,2148.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
449,280000,5.0,4.0,2.0,12184.0,2000.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
287,129900,3.0,2.0,40.0,12125.0,2085.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
452,55500,3.0,2.0,5.54,12125.0,2085.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
453,52000,3.0,2.0,5.22,12125.0,2085.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
455,229900,2.0,1.0,2.39,12513.0,720.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
475,325000,4.0,3.0,1.24,12075.0,2464.0,Ghent,Columbia County,7.0,12075.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
459,75000,3.0,2.0,0.23,12516.0,2085.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
463,749000,4.0,4.0,3.0,12075.0,4179.0,Ghent,Columbia County,7.0,12075.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
272,85000,3.0,2.0,12.0,12513.0,2085.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
271,80000,3.0,2.0,1.5,12037.0,2085.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
466,289000,3.0,2.0,10.06,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
468,995000,3.0,2.0,92.0,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
469,225000,3.0,2.0,9.0,12106.0,2085.0,Kinderhook,Columbia County,4.0,12106.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
470,389000,3.0,2.0,76.95,12115.0,2085.0,Malden Bridge,Columbia County,2.0,12115.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
688,369900,3.0,2.0,0.65,12029.0,1600.0,Canaan,Columbia County,6.0,12029.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
171,525000,3.0,2.0,4.95,12521.0,2085.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
690,69900,3.0,2.0,0.86,12106.0,2085.0,Kinderhook,Columbia County,4.0,12106.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
740,598500,3.0,3.0,4.0,12516.0,2240.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
745,55000,3.0,2.0,2.63,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
70,525000,3.0,2.0,32.0,12521.0,2085.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
749,45000,3.0,2.0,1.66,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
69,465000,3.0,2.0,50.3,12521.0,2085.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
68,879000,3.0,2.0,59.0,12521.0,2085.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
751,50000,3.0,2.0,2.24,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
74,98000,3.0,2.0,6.0,12529.0,2085.0,Hillsdale,Columbia County,8.0,12529.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
737,465000,4.0,3.0,12.12,12125.0,4588.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
834,1200000,3.0,4.0,8.64,12136.0,2600.0,Old Chatham,Columbia County,5.0,12136.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
833,785000,4.0,3.0,12.0,12037.0,3667.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
830,649900,4.0,3.0,8.61,12060.0,2891.0,East Chatham,Columbia County,7.0,12060.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
738,215000,3.0,2.0,0.39,12125.0,976.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
829,419000,3.0,3.0,1.9,12516.0,1800.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
82,2100000,2.0,1.0,274.0,12125.0,2600.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
734,450000,3.0,2.0,0.26,12516.0,1500.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
81,150000,3.0,2.0,1.2,12529.0,2085.0,Hillsdale,Columbia County,8.0,12529.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
80,1395000,3.0,2.0,103.4,12017.0,2085.0,Austerlitz,Columbia County,6.0,12017.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
733,995000,2.0,1.0,0.69,12136.0,5356.0,Old Chatham,Columbia County,5.0,12136.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
753,144900,3.0,2.0,6.53,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
817,125000,3.0,2.0,4.95,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
55,759000,3.0,2.0,73.04,12513.0,2085.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
771,798900,4.0,3.0,5.0,12184.0,3200.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
772,499000,3.0,3.0,5.1,12060.0,1800.0,East Chatham,Columbia County,7.0,12060.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
773,599000,5.0,2.0,16.06,12136.0,2639.0,Old Chatham,Columbia County,5.0,12136.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
33,495000,3.0,2.0,25.3,12017.0,2085.0,Austerlitz,Columbia County,6.0,12017.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
29,100000,3.0,2.0,10.0,12529.0,2085.0,Hillsdale,Columbia County,8.0,12529.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
786,365000,5.0,4.0,2.0,12517.0,1482.0,Copake Falls,Columbia County,3.0,12517.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
776,599000,5.0,2.0,16.06,12037.0,2639.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
777,1300000,5.0,4.0,8.95,12136.0,4278.0,Old Chatham,Columbia County,5.0,12136.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
778,365000,3.0,1.0,0.14,12516.0,1008.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
779,489900,3.0,2.0,10.0,12017.0,1152.0,Austerlitz,Columbia County,6.0,12017.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
44,32900,3.0,2.0,0.34,12516.0,2085.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
40,759000,3.0,1.0,73.0,12513.0,1800.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
28,49000,3.0,2.0,5.0,12029.0,2085.0,Canaan,Columbia County,6.0,12029.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
27,299900,3.0,1.0,0.32,12106.0,1608.0,Kinderhook,Columbia County,4.0,12106.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
800,500000,4.0,3.0,7.58,12037.0,2270.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
